date,spend,name,postcode
30/05/2019,111,Nicole Anderson,CV7 8BA
23/02/2019,147,Ellie Howard,CV3 3GW
28/12/2019,117,Ellie Howard,CV3 3GW
10/09/2019,276,Raymond Cook,CV34 5FA
30/06/2019,176,Danielle Gardner,CV8 3DL
18/06/2019,107,Ellie Howard,CV3 3GW
02/05/2019,184,Danielle Gardner,CV8 3DL
10/08/2019,288,Ellie Howard,CV3 3GW
26/08/2019,251,Danielle Gardner,CV8 3DL
02/12/2019,129,Danielle Gardner,CV8 3DL
13/11/2019,123,Raymond Cook,CV34 5FA
28/07/2019,229,Ellie Howard,CV3 3GW
29/01/2019,178,Ellie Howard,CV3 3GW
20/08/2019,115,Nicole Anderson,CV7 8BA
17/12/2019,241,Nicole Anderson,CV7 8BA
05/11/2019,286,Nicole Anderson,CV7 8BA
05/10/2019,230,Nicole Anderson,CV7 8BA
22/07/2019,112,Raymond Cook,CV34 5FA
29/01/2019,110,Danielle Gardner,CV8 3DL
03/08/2019,113,Raymond Cook,CV34 5FA
19/12/2019,223,Ellie Howard,CV3 3GW
26/09/2019,252,Danielle Gardner,CV8 3DL
30/12/2019,138,Danielle Gardner,CV8 3DL
22/05/2019,156,Danielle Gardner,CV8 3DL
15/12/2019,277,Raymond Cook,CV34 5FA
11/01/2019,245,Danielle Gardner,CV8 3DL
04/11/2019,153,Raymond Cook,CV34 5FA
10/03/2019,144,Ellie Howard,CV3 3GW
15/09/2019,147,Raymond Cook,CV34 5FA
09/09/2019,151,Raymond Cook,CV34 5FA
20/02/2019,144,Raymond Cook,CV34 5FA
07/08/2019,224,Jamie Garrett,NN3 2LU
07/01/2019,273,Sam Rogers,NN3 9AB
30/12/2019,192,Ava Watts,NN3 3AL
02/11/2019,283,Sam Rogers,NN3 9AB
27/09/2019,256,Jamie Garrett,NN3 2LU
29/09/2019,144,Sam Rogers,NN3 9AB
30/03/2019,225,Jamie Garrett,NN3 2LU
26/09/2019,124,Jamie Garrett,NN3 2LU
12/10/2019,117,Jamie Garrett,NN3 2LU
14/12/2019,158,Sam Rogers,NN3 9AB
10/07/2019,126,Sam Rogers,NN3 9AB
01/09/2019,123,Jamie Garrett,NN3 2LU
27/02/2019,211,Sam Rogers,NN3 9AB
23/07/2019,161,Sam Rogers,NN3 9AB
18/02/2019,115,Sam Rogers,NN3 9AB
15/01/2019,137,Jamie Garrett,NN3 2LU
22/06/2019,107,Sam Rogers,NN3 9AB
02/06/2019,179,Sam Rogers,NN3 9AB
12/10/2019,209,Sam Rogers,NN3 9AB
07/07/2019,180,Jamie Garrett,NN3 2LU
12/06/2019,102,Sam Rodriguez,SN8 3HS
18/07/2019,240,Dwight Douglas,SY8 4AU
21/08/2019,148,Sophia Hayes,TN15 8DQ
12/01/2019,180,Rosalyn Jenkins,SN7 7NL
05/03/2019,158,Britney Sullivan,HG3 3SR
23/06/2019,106,Bryan Torres,NG15 9HR
04/03/2019,196,Lisa Holland,NG32 1NY
02/02/2019,188,Brittany Cook,LU7 0ES
26/06/2019,264,Jar Moore,NG20 9LJ
23/05/2019,121,Tom Palmer,PE9 4AB
04/02/2019,222,Elmer Wheeler,SW10 0HD
25/04/2019,123,Samantha Clark,SP5 5RY
16/06/2019,286,Russell Oliver,NN9 6QF
30/06/2019,277,Jerry Mendoza,BA7 7LY
04/07/2019,150,Paige Davis,NN4 6LT
22/08/2019,201,Lucas or luke Newman,HP7 0JU
17/02/2019,118,Josh Johnston,ME15 8RY
28/07/2019,218,Phoebe Bradley,CW11 3QG
28/11/2019,111,Phoebe Medina,EX16 9DD
08/05/2019,152,Gabriel Steward,GU23 7JH
14/10/2019,271,Kent Carter,LN1 2BF
18/10/2019,132,Jayden Phillips,SY16 4JP
27/06/2019,229,Sara Brooks,BN5 9YA
18/03/2019,134,Janet Smith,TN33 0LL
22/06/2019,230,Suzanna Olson,BN22 8SU
07/06/2019,114,Leon Bowman,DN35 8SF
30/03/2019,137,Nicole Nguyen,EX13 5UW
05/05/2019,139,Billy Burke,DE73 8BU
10/10/2019,140,Teresa Gordon,MK18 5JZ
04/03/2019,291,Karen Harrison,HP18 9UZ
30/03/2019,128,Becky Gray,MK18 2HD
26/10/2019,200,Angie Ramos,E5 9HG
22/05/2019,168,Dustin Gonzalez,CF36 5DB
18/07/2019,180,Gabe Jordan,GL7 7LA
27/05/2019,105,Rachel Ellis,S26 7UA
13/10/2019,158,Kirk Kuhn,BS39 4NG
21/01/2019,140,Molly Romero,CV47 2XJ
09/09/2019,220,Rosie Newman,DE45 1NT
19/07/2019,291,Jonathan Harvey,CR5 2SY
28/08/2019,238,Herman Duncan,RG17 9EL
18/06/2019,113,Jerry Mendoza,BA7 7LY
30/01/2019,108,Janet Smith,TN33 0LL
04/10/2019,261,Kent Carter,LN1 2BF
20/05/2019,103,Karen Harrison,HP18 9UZ
03/03/2019,118,Teresa Gordon,MK18 5JZ
12/03/2019,212,Paige Davis,NN4 6LT
18/08/2019,207,Rosie Newman,DE45 1NT
05/11/2019,242,Lisa Holland,NG32 1NY
15/06/2019,141,Paige Davis,NN4 6LT
03/08/2019,186,Phoebe Bradley,CW11 3QG
24/05/2019,284,Rosie Newman,DE45 1NT
16/03/2019,112,Gabe Jordan,GL7 7LA
16/08/2019,108,Becky Gray,MK18 2HD
21/06/2019,147,Paige Davis,NN4 6LT
23/10/2019,144,Paige Davis,NN4 6LT
14/04/2019,148,Tom Palmer,PE9 4AB
13/08/2019,124,Tom Palmer,PE9 4AB
11/08/2019,128,Brittany Cook,LU7 0ES
19/03/2019,192,Becky Gray,MK18 2HD
09/08/2019,155,Sophia Hayes,TN15 8DQ
06/12/2019,192,Sam Rodriguez,SN8 3HS
09/12/2019,107,Tom Palmer,PE9 4AB
09/02/2019,270,Kirk Kuhn,BS39 4NG
29/09/2019,250,Suzanna Olson,BN22 8SU
12/10/2019,157,Gabe Jordan,GL7 7LA
14/01/2019,286,Nicole Nguyen,EX13 5UW
23/12/2019,142,Nicole Nguyen,EX13 5UW
04/04/2019,124,Sara Brooks,BN5 9YA
29/11/2019,157,Rachel Ellis,S26 7UA
03/07/2019,235,Phoebe Bradley,CW11 3QG
19/12/2019,260,Leon Bowman,DN35 8SF
22/09/2019,137,Josh Johnston,ME15 8RY
19/11/2019,104,Brittany Cook,LU7 0ES
25/04/2019,137,Jonathan Harvey,CR5 2SY
10/05/2019,199,Kirk Kuhn,BS39 4NG
14/10/2019,293,Rachel Ellis,S26 7UA
26/02/2019,221,Josh Johnston,ME15 8RY
17/10/2019,107,Lucas or luke Newman,HP7 0JU
05/09/2019,117,Rachel Ellis,S26 7UA
26/04/2019,295,Lucas or luke Newman,HP7 0JU
13/12/2019,103,Paige Davis,NN4 6LT
05/11/2019,239,Kent Carter,LN1 2BF
11/04/2019,245,Lucas or luke Newman,HP7 0JU
30/12/2019,283,Jerry Mendoza,BA7 7LY
16/05/2019,169,Rosalyn Jenkins,SN7 7NL
15/04/2019,253,Sara Brooks,BN5 9YA
05/09/2019,108,Dustin Gonzalez,CF36 5DB
21/03/2019,132,Bryan Torres,NG15 9HR
16/03/2019,175,Gabriel Steward,GU23 7JH
05/01/2019,237,Bryan Torres,NG15 9HR
29/01/2019,251,Rachel Ellis,S26 7UA
31/05/2019,254,Dwight Douglas,SY8 4AU
13/05/2019,228,Samantha Clark,SP5 5RY
24/08/2019,144,Molly Romero,CV47 2XJ
08/07/2019,231,Molly Romero,CV47 2XJ
04/09/2019,104,Rachel Ellis,S26 7UA
18/12/2019,136,Samantha Clark,SP5 5RY
28/02/2019,142,Janet Smith,TN33 0LL
05/01/2019,286,Nicole Nguyen,EX13 5UW
05/03/2019,144,Gabe Jordan,GL7 7LA
22/04/2019,131,Jayden Phillips,SY16 4JP
27/12/2019,204,Nicole Nguyen,EX13 5UW
07/10/2019,206,Jar Moore,NG20 9LJ
20/12/2019,204,Russell Oliver,NN9 6QF
25/01/2019,152,Paige Davis,NN4 6LT
04/03/2019,232,Becky Gray,MK18 2HD
01/06/2019,267,Lucas or luke Newman,HP7 0JU
12/03/2019,158,Sam Rodriguez,SN8 3HS
07/12/2019,136,Angie Ramos,E5 9HG
15/01/2019,284,Billy Burke,DE73 8BU
01/09/2019,259,Suzanna Olson,BN22 8SU
12/06/2019,222,Rachel Ellis,S26 7UA
22/10/2019,192,Teresa Gordon,MK18 5JZ
12/08/2019,113,Phoebe Bradley,CW11 3QG
23/04/2019,289,Dwight Douglas,SY8 4AU
22/08/2019,127,Jerry Mendoza,BA7 7LY
25/06/2019,178,Jonathan Harvey,CR5 2SY
14/06/2019,128,Becky Gray,MK18 2HD
25/01/2019,119,Karen Harrison,HP18 9UZ
06/05/2019,131,Dustin Gonzalez,CF36 5DB
15/05/2019,218,Leon Bowman,DN35 8SF
22/01/2019,288,Brittany Cook,LU7 0ES
03/12/2019,207,Russell Oliver,NN9 6QF
08/02/2019,178,Russell Oliver,NN9 6QF
12/03/2019,295,Sophia Hayes,TN15 8DQ
15/10/2019,115,Samantha Clark,SP5 5RY
06/01/2019,159,Molly Romero,CV47 2XJ
26/07/2019,269,Jar Moore,NG20 9LJ
16/09/2019,221,Elmer Wheeler,SW10 0HD
09/10/2019,160,Suzanna Olson,BN22 8SU
23/05/2019,141,Lisa Holland,NG32 1NY
02/09/2019,275,Rosie Newman,DE45 1NT
02/06/2019,194,Lucas or luke Newman,HP7 0JU
06/03/2019,201,Sophia Hayes,TN15 8DQ
23/09/2019,143,Angie Ramos,E5 9HG
01/04/2019,200,Rosie Newman,DE45 1NT
06/11/2019,299,Paige Davis,NN4 6LT
25/02/2019,159,Jonathan Harvey,CR5 2SY
14/09/2019,197,Karen Harrison,HP18 9UZ
14/06/2019,245,Dwight Douglas,SY8 4AU
30/09/2019,119,Rachel Ellis,S26 7UA
09/07/2019,146,Nicole Nguyen,EX13 5UW
05/02/2019,179,Dustin Gonzalez,CF36 5DB
21/08/2019,122,Dustin Gonzalez,CF36 5DB
17/11/2019,133,Nicole Nguyen,EX13 5UW
02/03/2019,141,Gabe Jordan,GL7 7LA
14/07/2019,108,Jayden Phillips,SY16 4JP
18/02/2019,259,Suzanna Olson,BN22 8SU
12/07/2019,190,Angie Ramos,E5 9HG
07/02/2019,144,Jayden Phillips,SY16 4JP
16/07/2019,108,Samantha Clark,SP5 5RY
12/08/2019,124,Russell Oliver,NN9 6QF
08/07/2019,144,Lisa Holland,NG32 1NY
22/07/2019,119,Jerry Mendoza,BA7 7LY
20/03/2019,109,Tom Palmer,PE9 4AB
23/03/2019,177,Brittany Cook,LU7 0ES
11/03/2019,246,Molly Romero,CV47 2XJ
16/05/2019,259,Samantha Clark,SP5 5RY
13/12/2019,170,Rosalyn Jenkins,SN7 7NL
20/06/2019,126,Dwight Douglas,SY8 4AU
27/02/2019,154,Nicole Nguyen,EX13 5UW
27/09/2019,236,Rachel Ellis,S26 7UA
10/06/2019,214,Angie Ramos,E5 9HG
16/06/2019,228,Russell Oliver,NN9 6QF
08/12/2019,152,Karen Harrison,HP18 9UZ
12/08/2019,137,Suzanna Olson,BN22 8SU
26/05/2019,251,Sophia Hayes,TN15 8DQ
02/05/2019,267,Jar Moore,NG20 9LJ
14/08/2019,205,Samantha Clark,SP5 5RY
09/03/2019,213,Angie Ramos,E5 9HG
19/09/2019,184,Phoebe Bradley,CW11 3QG
09/10/2019,210,Lucas or luke Newman,HP7 0JU
20/11/2019,155,Angie Ramos,E5 9HG
28/04/2019,121,Kent Carter,LN1 2BF
22/11/2019,242,Molly Romero,CV47 2XJ
23/09/2019,148,Lucas or luke Newman,HP7 0JU
05/04/2019,116,Kirk Kuhn,BS39 4NG
30/12/2019,107,Phoebe Medina,EX16 9DD
23/01/2019,118,Lucas or luke Newman,HP7 0JU
02/11/2019,149,Leon Bowman,DN35 8SF
23/10/2019,134,Paige Davis,NN4 6LT
04/02/2019,236,Lucas or luke Newman,HP7 0JU
25/09/2019,174,Kirk Kuhn,BS39 4NG
19/10/2019,110,Britney Sullivan,HG3 3SR
04/03/2019,113,Gabe Jordan,GL7 7LA
06/05/2019,108,Billy Burke,DE73 8BU
05/02/2019,109,Gabriel Steward,GU23 7JH
20/01/2019,131,Becky Gray,MK18 2HD
09/10/2019,268,Jerry Mendoza,BA7 7LY
09/12/2019,137,Sam Rodriguez,SN8 3HS
06/07/2019,103,Molly Romero,CV47 2XJ
19/04/2019,147,Britney Sullivan,HG3 3SR
08/12/2019,148,Jar Moore,NG20 9LJ
06/07/2019,283,Lisa Holland,NG32 1NY
03/03/2019,229,Jayden Phillips,SY16 4JP
12/09/2019,122,Jayden Phillips,SY16 4JP
17/03/2019,135,Kent Carter,LN1 2BF
09/08/2019,294,Dustin Gonzalez,CF36 5DB
29/05/2019,118,Jonathan Harvey,CR5 2SY
01/07/2019,178,Jonathan Harvey,CR5 2SY
23/09/2019,145,Henry Andrews,OX1 5HA
17/06/2019,246,Lee Reyes,OX1 5EP
27/10/2019,128,Same Vasquez,OX5 3AQ
20/12/2019,198,Corey Collins,OX5 2TH
24/02/2019,130,Ian Holt,OX1 5JR
06/12/2019,179,Sofia Rose,OX3 0QF
30/10/2019,263,Louis Ray,OX44 9AJ
29/11/2019,181,Alexandra Fowler,OX3 9TY
03/03/2019,158,Heidi Perry,OX1 5LE
07/10/2019,124,Zoe Rhodes,OX3 9TT
15/02/2019,104,Vicky Gilbert,OX2 6DP
23/11/2019,151,Nick Ford,OX14 2PA
26/08/2019,141,Zoe Rhodes,OX3 9TT
01/10/2019,123,Henry Andrews,OX1 5HA
17/10/2019,222,Lee Reyes,OX1 5EP
12/07/2019,292,Sofia Rose,OX3 0QF
09/08/2019,202,Ian Holt,OX1 5JR
30/06/2019,148,Lee Reyes,OX1 5EP
17/03/2019,124,Zoe Rhodes,OX3 9TT
06/02/2019,110,Corey Collins,OX5 2TH
05/04/2019,253,Heidi Perry,OX1 5LE
19/02/2019,122,Vicky Gilbert,OX2 6DP
19/03/2019,140,Henry Andrews,OX1 5HA
01/04/2019,148,Henry Andrews,OX1 5HA
28/06/2019,257,Vicky Gilbert,OX2 6DP
26/03/2019,151,Corey Collins,OX5 2TH
18/06/2019,127,Lee Reyes,OX1 5EP
11/10/2019,298,Alexandra Fowler,OX3 9TY
12/08/2019,105,Heidi Perry,OX1 5LE
07/02/2019,137,Same Vasquez,OX5 3AQ
25/02/2019,280,Ian Holt,OX1 5JR
18/11/2019,137,Sofia Rose,OX3 0QF
16/01/2019,237,Zoe Rhodes,OX3 9TT
16/07/2019,236,Sofia Rose,OX3 0QF
25/03/2019,147,Louis Ray,OX44 9AJ
07/05/2019,264,Same Vasquez,OX5 3AQ
17/07/2019,231,Zoe Rhodes,OX3 9TT
13/11/2019,210,Ian Holt,OX1 5JR
04/01/2019,264,Heidi Perry,OX1 5LE
16/09/2019,152,Louis Ray,OX44 9AJ
08/04/2019,225,Henry Andrews,OX1 5HA
14/11/2019,124,Ian Holt,OX1 5JR
24/09/2019,194,Zoe Rhodes,OX3 9TT
22/09/2019,129,Heidi Perry,OX1 5LE
24/01/2019,288,Sofia Rose,OX3 0QF
31/01/2019,139,Ian Holt,OX1 5JR
24/08/2019,148,Zoe Rhodes,OX3 9TT
14/02/2019,227,Ian Holt,OX1 5JR
08/12/2019,291,Corey Collins,OX5 2TH
03/05/2019,164,Alexandra Fowler,OX3 9TY
18/05/2019,232,Sophie Smith,CB23 1LY
23/07/2019,117,Aiden Morris,CB2 1NA
10/06/2019,289,Gregory Pena,CB22 4PT
14/03/2019,153,Sophie Coleman,CB5 8ST
01/04/2019,202,Izzie Robinson,CB25 9LP
27/12/2019,270,Sheryl Holmes,CB25 9FQ
06/09/2019,157,Ella Edwards,CB2 8HE
13/09/2019,173,Gregory Pena,CB22 4PT
09/02/2019,271,Izzie Robinson,CB25 9LP
28/12/2019,117,Gregory Pena,CB22 4PT
04/07/2019,130,Gregory Pena,CB22 4PT
26/10/2019,215,Gregory Pena,CB22 4PT
30/08/2019,217,Izzie Robinson,CB25 9LP
09/05/2019,114,Aiden Morris,CB2 1NA
19/01/2019,123,Sheryl Holmes,CB25 9FQ
18/02/2019,271,Aiden Morris,CB2 1NA
08/06/2019,172,Gregory Pena,CB22 4PT
29/03/2019,150,Sophie Smith,CB23 1LY
28/08/2019,122,Izzie Robinson,CB25 9LP
27/10/2019,125,Sophie Smith,CB23 1LY
29/10/2019,122,Sophie Smith,CB23 1LY
15/08/2019,125,Gregory Pena,CB22 4PT
25/03/2019,221,Izzie Robinson,CB25 9LP
15/08/2019,115,Sheryl Holmes,CB25 9FQ
14/04/2019,138,Aiden Morris,CB2 1NA
09/03/2019,213,Sheryl Holmes,CB25 9FQ
14/10/2019,174,Gregory Pena,CB22 4PT
06/11/2019,137,Gregory Pena,CB22 4PT
05/02/2019,288,Sophie Smith,CB23 1LY
01/02/2019,129,Sophie Smith,CB23 1LY
29/08/2019,136,Sheryl Holmes,CB25 9FQ
04/06/2019,209,Sophie Coleman,CB5 8ST
17/11/2019,135,Sophie Coleman,CB5 8ST
23/06/2019,273,Izzie Robinson,CB25 9LP
08/02/2019,222,Sophie Coleman,CB5 8ST
17/10/2019,128,Aiden Morris,CB2 1NA
22/08/2019,293,Aiden Morris,CB2 1NA
07/07/2019,244,Izzie Robinson,CB25 9LP
10/07/2019,114,Sophie Coleman,CB5 8ST
16/01/2019,157,Aiden Morris,CB2 1NA
08/08/2019,176,Gregory Pena,CB22 4PT
23/06/2019,122,Gregory Pena,CB22 4PT
14/06/2019,123,Aiden Morris,CB2 1NA
06/10/2019,120,Izzie Robinson,CB25 9LP
24/01/2019,266,Sheryl Holmes,CB25 9FQ
22/12/2019,140,Sophie Smith,CB23 1LY
25/09/2019,196,Sophie Coleman,CB5 8ST
20/04/2019,134,Sophie Smith,CB23 1LY
01/09/2019,287,Sophie Smith,CB23 1LY
23/06/2019,116,Sheryl Holmes,CB25 9FQ
14/05/2019,285,Jen Carlson,LE19 3SZ
31/01/2019,152,Hugh Romero,LE2 6QX
27/02/2019,148,Heidi Hunt,LE18 4AD
08/09/2019,149,Abbie Palmer,LE4 6RX
13/07/2019,111,Fred Lopez,LE7 3ZD
16/10/2019,116,Paige Carroll,LE17 6PW
03/06/2019,136,Elmer Kim,LE3 8GR
27/04/2019,225,Nelson Jackson,LE8 5LW
02/09/2019,187,Kate Hicks,LE7 7LH
10/03/2019,120,Teresa Bishop,LE19 2TP
23/12/2019,150,Alex Freeman,LE8 6YZ
19/07/2019,188,Abbie Palmer,LE4 6RX
16/01/2019,248,Teresa Bishop,LE19 2TP
08/09/2019,178,Kate Hicks,LE7 7LH
24/11/2019,159,Abbie Palmer,LE4 6RX
02/02/2019,137,Jen Carlson,LE19 3SZ
15/05/2019,252,Fred Lopez,LE7 3ZD
23/09/2019,240,Heidi Hunt,LE18 4AD
13/01/2019,153,Nelson Jackson,LE8 5LW
05/01/2019,209,Nelson Jackson,LE8 5LW
16/06/2019,128,Heidi Hunt,LE18 4AD
30/12/2019,161,Jen Carlson,LE19 3SZ
20/02/2019,134,Hugh Romero,LE2 6QX
10/06/2019,129,Paige Carroll,LE17 6PW
10/11/2019,101,Kate Hicks,LE7 7LH
02/10/2019,243,Heidi Hunt,LE18 4AD
23/02/2019,110,Heidi Hunt,LE18 4AD
09/08/2019,160,Abbie Palmer,LE4 6RX
05/06/2019,192,Teresa Bishop,LE19 2TP
22/02/2019,127,Teresa Bishop,LE19 2TP
24/11/2019,126,Hugh Romero,LE2 6QX
13/06/2019,115,Teresa Bishop,LE19 2TP
22/07/2019,102,Hugh Romero,LE2 6QX
18/11/2019,224,Heidi Hunt,LE18 4AD
13/08/2019,103,Elmer Kim,LE3 8GR
05/09/2019,205,Nelson Jackson,LE8 5LW
07/06/2019,281,Abbie Palmer,LE4 6RX
23/09/2019,293,Heidi Hunt,LE18 4AD
10/06/2019,118,Teresa Bishop,LE19 2TP
02/08/2019,182,Teresa Bishop,LE19 2TP
27/08/2019,101,Paige Carroll,LE17 6PW
11/06/2019,158,Abbie Palmer,LE4 6RX
15/12/2019,121,Paige Carroll,LE17 6PW
03/08/2019,286,Jen Carlson,LE19 3SZ
03/03/2019,101,Heidi Hunt,LE18 4AD
01/09/2019,223,Abbie Palmer,LE4 6RX
19/09/2019,159,Hugh Romero,LE2 6QX
30/09/2019,112,Paige Carroll,LE17 6PW
08/08/2019,227,Heidi Hunt,LE18 4AD
02/08/2019,148,Jen Carlson,LE19 3SZ
19/06/2019,146,Fred Lopez,LE7 3ZD
23/03/2019,187,Hugh Romero,LE2 6QX
15/10/2019,147,Nelson Jackson,LE8 5LW
15/07/2019,121,Fred Lopez,LE7 3ZD
18/08/2019,136,Hugh Romero,LE2 6QX
22/05/2019,123,Teresa Bishop,LE19 2TP
12/11/2019,193,Hugh Romero,LE2 6QX
28/10/2019,134,Abbie Palmer,LE4 6RX
09/02/2019,146,Elmer Kim,LE3 8GR
22/02/2019,261,Nelson Jackson,LE8 5LW
09/01/2019,196,Lonnie Collins,B18 7DL
11/04/2019,128,Katie Knight,B29 7PE
29/09/2019,157,Kathy Shelton,WS9 0AF
08/12/2019,101,Karen Hudson,B28 0DA
01/08/2019,147,Debra Burns,B32 3JN
29/11/2019,113,Megan Sanchez,B26 3LT
27/06/2019,144,Ralph Clark,B66 2JL
28/06/2019,146,Ella Wheeler,B31 2AG
28/12/2019,102,Jason Dunn,B43 5DB
10/11/2019,222,Lonnie Collins,B18 7DL
16/05/2019,171,Lonnie Collins,B18 7DL
08/09/2019,167,Katie Knight,B29 7PE
29/03/2019,231,Debra Burns,B32 3JN
01/10/2019,121,Lonnie Collins,B18 7DL
21/07/2019,118,Ella Wheeler,B31 2AG
12/01/2019,131,Megan Sanchez,B26 3LT
06/08/2019,185,Ralph Clark,B66 2JL
16/05/2019,101,Ralph Clark,B66 2JL
27/09/2019,211,Karen Hudson,B28 0DA
17/01/2019,277,Kathy Shelton,WS9 0AF
30/06/2019,127,Kathy Shelton,WS9 0AF
04/07/2019,136,Katie Knight,B29 7PE
17/11/2019,106,Kathy Shelton,WS9 0AF
06/08/2019,192,Lonnie Collins,B18 7DL
04/07/2019,101,Ralph Clark,B66 2JL
17/09/2019,231,Ella Wheeler,B31 2AG
06/09/2019,118,Karen Hudson,B28 0DA
11/07/2019,139,Kathy Shelton,WS9 0AF
26/10/2019,180,Debra Burns,B32 3JN
15/05/2019,118,Ella Wheeler,B31 2AG
13/08/2019,156,Megan Sanchez,B26 3LT
25/10/2019,120,Katie Knight,B29 7PE
21/06/2019,122,Ralph Clark,B66 2JL
13/04/2019,114,Debra Burns,B32 3JN
13/08/2019,154,Ralph Clark,B66 2JL
26/02/2019,263,Katie Knight,B29 7PE
21/11/2019,164,Katie Knight,B29 7PE
23/03/2019,140,Katie Knight,B29 7PE
23/04/2019,191,Karen Hudson,B28 0DA
21/01/2019,176,Ralph Clark,B66 2JL
10/04/2019,103,Susanna Ruiz,DL8 5QX
26/12/2019,223,Amanda Johnson,HG4 3QX
06/08/2019,136,Ava Collins,DN14 0HX
15/12/2019,115,Gordon Dixon,OL3 5AF
21/02/2019,186,Tim Johnston,DN14 0UZ
12/12/2019,117,Susanna Evans,SK17 6UQ
25/08/2019,145,Susanna Turner,SK17 9QN
14/04/2019,142,Suzanne Torres,DN11 9DX
27/07/2019,289,Harry Kim,SY4 5QD
24/09/2019,138,Ava Collins,DN14 0HX
02/02/2019,125,Amanda Johnson,HG4 3QX
17/06/2019,260,Susanna Turner,SK17 9QN
02/06/2019,209,Suzanne Torres,DN11 9DX
20/03/2019,160,Tim Johnston,DN14 0UZ
27/09/2019,105,Tim Johnston,DN14 0UZ
08/08/2019,219,Tim Johnston,DN14 0UZ
16/09/2019,292,Tim Johnston,DN14 0UZ
07/02/2019,126,Suzanne Torres,DN11 9DX
18/04/2019,239,Susanna Turner,SK17 9QN
14/11/2019,121,Susanna Turner,SK17 9QN
16/11/2019,120,Ava Collins,DN14 0HX
29/03/2019,122,Tim Johnston,DN14 0UZ
20/03/2019,121,Ava Collins,DN14 0HX
07/03/2019,161,Susanna Evans,SK17 6UQ
15/12/2019,104,Tim Johnston,DN14 0UZ
19/11/2019,265,Susanna Turner,SK17 9QN
08/03/2019,255,Suzanne Torres,DN11 9DX
05/03/2019,108,Amanda Johnson,HG4 3QX
09/12/2019,251,Suzanne Torres,DN11 9DX
02/12/2019,236,Suzanne Torres,DN11 9DX
02/12/2019,265,Rebecca Sanchez,SW12 0EG
03/07/2019,189,Kelly Medina,NW1 9BR
29/04/2019,239,Ellie Campbell,CR8 3AR
22/03/2019,149,Mary Olson,NW10 7AA
05/08/2019,209,Molly Nguyen,WC2H 7LE
19/08/2019,227,Sara Cox,KT5 9DT
13/03/2019,137,Paige Kelly,SE14 6NF
21/12/2019,271,Bryan Powell,SW1X 8PG
12/06/2019,157,Louis Barrett,E7 9DW
03/09/2019,147,Jacob Peters,CR6 9PE
25/10/2019,149,Angie Shelton,NW11 9EH
08/10/2019,282,Debra Oliver,WD6 5RY
06/06/2019,179,Sara Cox,KT5 9DT
01/01/2019,168,Jacob Peters,CR6 9PE
27/01/2019,148,Rebecca Sanchez,SW12 0EG
03/12/2019,224,Louis Barrett,E7 9DW
19/05/2019,139,Kelly Medina,NW1 9BR
